Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Raphael Silva,Stationery,925.39,522.18,0.32,0.52,5/28/2022,12,74
Caroline Reis,Stationery,814.32,430.73,0.63,0.41,5/28/2022,9,70
Letícia Nascimento,Electronics,1213.7,3175.56,0.1,0.2,5/29/2022,17,120
Ana Sousa,Electronics,2450.5,1041,0.13,0.2,5/29/2022,39,305
Gustavo Martins,Electronics,2270.78,1491.69,0.14,0.17,5/29/2022,29,213
Beatriz Santos,Wardrobe,1883.62,651.78,0.22,0.19,5/29/2022,25,173
Camila Lima,Wardrobe,2647.92,967.01,0.07,0.15,5/29/2022,37,162
Thiago Barbosa,Accessories,1194.57,1052,0.4,0.5,5/29/2022,18,53
Letícia Ribeiro,Accessories,296.39,1136.2,0.42,0.54,5/29/2022,5,21
Enzo Nascimento,House,3646.57,1934.05,0.32,0.23,5/29/2022,52,411
Guilherme Santos,House,2608.95,3286.32,0.33,0.22,5/29/2022,39,336
Vitória Ribeiro,Toy,2292.24,1702.77,0.31,0.29,5/29/2022,32,199
Julia Araújo,Sports,3570.78,2964.27,0.31,0.35,5/29/2022,79,513
Lucas Rodrigues,Sports,971.7,1538.5,0.43,0.31,5/29/2022,12,42
Thiago Carvalho,Sports,2649.45,1797.24,0.2,0.33,5/29/2022,39,314
Mateus Barbosa,Electronics,800.27,1269.09,0.29,0.18,5/29/2022,9,55
Camila Carvalho,House,4202.8,2195.34,0.35,0.31,5/29/2022,54,523
Diego Cardoso,Wardrobe,2608.71,1641.72,0.23,0.16,5/29/2022,39,172
Jorge Santos,Toy,1843.14,2259.92,0.36,0.24,5/29/2022,26,81
Raphael Silva,Stationery,216.57,261.35,0.38,0.4,5/29/2022,2,14
Caroline Reis,Stationery,151.17,351.41,0.49,0.38,5/29/2022,2,9
Letícia Nascimento,Electronics,1089.09,1504.73,0.26,0.21,5/30/2022,15,142
Ana Sousa,Electronics,496.18,1998.75,0.14,0.23,5/30/2022,5,47
Gustavo Martins,Electronics,121.39,1492,0.3,0.18,5/30/2022,1,6
Beatriz Santos,Wardrobe,1973.09,960.37,0.14,0.21,5/30/2022,29,133
Camila Lima,Wardrobe,2276.98,1341.66,0.12,0.17,5/30/2022,34,316
Thiago Barbosa,Accessories,56.15,1056.03,0.54,0.4,5/30/2022,2,9
Letícia Ribeiro,Accessories,1214.28,582.47,0.24,0.48,5/30/2022,18,76
Enzo Nascimento,House,1732.95,2878.73,0.34,0.26,5/30/2022,26,170
Guilherme Santos,House,353.24,2974.25,0.42,0.29,5/30/2022,3,26
Vitória Ribeiro,Toy,345.96,2257.06,0.13,0.27,5/30/2022,4,32
Julia Araújo,Sports,3016.02,2375.19,0.18,0.29,5/30/2022,41,367
Lucas Rodrigues,Sports,1688.41,1677.97,0.26,0.33,5/30/2022,20,185
Thiago Carvalho,Sports,1854.56,1075.96,0.27,0.34,5/30/2022,23,183
Mateus Barbosa,Electronics,1384.01,2135.44,0.26,0.2,5/30/2022,21,76
Camila Carvalho,House,685.12,2266.22,0.39,0.23,5/30/2022,10,77
Diego Cardoso,Wardrobe,1033.21,1527.87,0.23,0.18,5/30/2022,14,121
Jorge Santos,Toy,1394.33,1744.7,0.15,0.22,5/30/2022,19,161
Raphael Silva,Stationery,153.49,619.21,0.27,0.52,5/30/2022,1,6
Caroline Reis,Stationery,354.87,934.53,0.45,0.52,5/30/2022,4,24
Letícia Nascimento,Electronics,2739.83,2760.78,0.14,0.2,5/31/2022,39,348
Ana Sousa,Electronics,2339.4,3246.94,0.28,0.19,5/31/2022,33,157
Gustavo Martins,Electronics,647.12,1425.54,0.23,0.19,5/31/2022,10,84
Beatriz Santos,Wardrobe,782.28,2232.8,0.22,0.19,5/31/2022,10,65
Camila Lima,Wardrobe,2396.02,1697.15,0.12,0.17,5/31/2022,31,303
Thiago Barbosa,Accessories,339.15,407.91,0.42,0.54,5/31/2022,4,20
Letícia Ribeiro,Accessories,122.97,897.89,0.56,0.46,5/31/2022,2,8
Enzo Nascimento,House,156.71,2524.16,0.31,0.24,5/31/2022,2,14
Guilherme Santos,House,2117.69,2565.91,0.13,0.24,5/31/2022,28,173
Vitória Ribeiro,Toy,387.64,1176.56,0.23,0.29,5/31/2022,5,17
Julia Araújo,Sports,3922.67,1015.51,0.31,0.29,5/31/2022,51,173
Lucas Rodrigues,Sports,954.58,2948.31,0.26,0.26,5/31/2022,12,88
Thiago Carvalho,Sports,2140.06,1651.8,0.38,0.39,5/31/2022,29,112
Mateus Barbosa,Electronics,1207.1,878.85,0.26,0.2,5/31/2022,16,56
Camila Carvalho,House,1234.92,2044.62,0.33,0.24,5/31/2022,18,115
Diego Cardoso,Wardrobe,336.75,1493.95,0.09,0.19,5/31/2022,5,32
Jorge Santos,Toy,1809.03,943.8,0.26,0.2,5/31/2022,23,165
Raphael Silva,Stationery,899.84,276.02,0.47,0.47,5/31/2022,12,111
Caroline Reis,Stationery,573.54,416.51,0.67,0.43,5/31/2022,7,42
Letícia Nascimento,Electronics,1439.99,3041.82,0.24,0.2,6/1/2022,19,112
Ana Sousa,Electronics,439.78,2681.99,0.23,0.18,6/1/2022,7,39
Gustavo Martins,Electronics,1326.07,3047.1,0.1,0.21,6/1/2022,21,109
Beatriz Santos,Wardrobe,859.93,2003.64,0.25,0.18,6/1/2022,13,105
Camila Lima,Wardrobe,671.5,1719.1,0.22,0.18,6/1/2022,9,68
Thiago Barbosa,Accessories,727.99,1116.45,0.76,0.48,6/1/2022,9,65
Letícia Ribeiro,Accessories,63.29,369.78,0.64,0.44,6/1/2022,2,12
Enzo Nascimento,House,661.21,3219.61,0.25,0.24,6/1/2022,9,35
Guilherme Santos,House,1190.47,2911.16,0.18,0.32,6/1/2022,16,45
Vitória Ribeiro,Toy,2427.95,2655.37,0.36,0.27,6/1/2022,37,189
Julia Araújo,Sports,1138.13,1849.61,0.2,0.31,6/1/2022,18,172
Lucas Rodrigues,Sports,915.4,2341.56,0.26,0.34,6/1/2022,14,86
Thiago Carvalho,Sports,1789.73,1587.51,0.38,0.38,6/1/2022,24,185
Mateus Barbosa,Electronics,731.37,2456.49,0.21,0.18,6/1/2022,9,81
Camila Carvalho,House,202.91,1036.32,0.28,0.26,6/1/2022,3,22
Diego Cardoso,Wardrobe,1068.66,772.11,0.13,0.19,6/1/2022,14,87
Jorge Santos,Toy,735.72,2563.19,0.27,0.29,6/1/2022,10,67
Raphael Silva,Stationery,604.51,615.33,0.63,0.49,6/1/2022,7,58
Caroline Reis,Stationery,185.18,862.69,0.45,0.4,6/1/2022,2,6
Letícia Nascimento,Electronics,3591.24,1036.01,0.32,0.22,6/2/2022,78,692
Ana Sousa,Electronics,1872.09,1031.94,0.22,0.18,6/2/2022,22,127
Gustavo Martins,Electronics,1742.94,2656.95,0.1,0.22,6/2/2022,21,138
Beatriz Santos,Wardrobe,1318.03,1947.51,0.13,0.21,6/2/2022,17,168
Camila Lima,Wardrobe,593.15,1081.88,0.16,0.17,6/2/2022,7,43
Thiago Barbosa,Accessories,1317.18,962,0.48,0.44,6/2/2022,19,139
Letícia Ribeiro,Accessories,1115.21,773.76,0.48,0.52,6/2/2022,14,44
Enzo Nascimento,House,2918.93,3110.43,0.44,0.23,6/2/2022,39,158
Guilherme Santos,House,2872.82,2443.04,0.42,0.32,6/2/2022,38,338
Vitória Ribeiro,Toy,1376.16,1186.69,0.33,0.3,6/2/2022,19,177
Julia Araújo,Sports,1164.4,2313.02,0.44,0.39,6/2/2022,17,143
Lucas Rodrigues,Sports,189.32,2240.74,0.23,0.31,6/2/2022,3,25
Thiago Carvalho,Sports,2983.34,2645.85,0.14,0.35,6/2/2022,38,316
Mateus Barbosa,Electronics,1840.33,1735,0.15,0.22,6/2/2022,25,190
Camila Carvalho,House,2076.35,2011.97,0.13,0.24,6/2/2022,28,271
Diego Cardoso,Wardrobe,453.24,1107.38,0.14,0.17,6/2/2022,6,29
Jorge Santos,Toy,863.17,2322.7,0.22,0.28,6/2/2022,12,101
Raphael Silva,Stationery,776.55,847.72,0.56,0.4,6/2/2022,10,65
Caroline Reis,Stationery,157.68,458.49,0.34,0.47,6/2/2022,2,9
Letícia Nascimento,Electronics,3237.8,1927.96,0.1,0.22,6/3/2022,47,279
Ana Sousa,Electronics,3542.51,3106.45,0.14,0.23,6/3/2022,73,541
Gustavo Martins,Electronics,1065.91,1856.59,0.28,0.18,6/3/2022,14,58
Beatriz Santos,Wardrobe,262.87,1522.35,0.15,0.16,6/3/2022,4,14
Camila Lima,Wardrobe,2082.24,1467.08,0.1,0.2,6/3/2022,26,152
Thiago Barbosa,Accessories,1197.79,844.85,0.46,0.52,6/3/2022,17,92
Letícia Ribeiro,Accessories,730.03,1030.22,0.54,0.6,6/3/2022,10,45
Enzo Nascimento,House,106.5,3782.02,0.28,0.26,6/3/2022,1,7
Guilherme Santos,House,2459.28,2857.47,0.26,0.31,6/3/2022,33,115
Vitória Ribeiro,Toy,567.69,1951.95,0.16,0.25,6/3/2022,8,49
Julia Araújo,Sports,366.29,2514.15,0.36,0.3,6/3/2022,4,26
Lucas Rodrigues,Sports,3628.54,2367.95,0.14,0.39,6/3/2022,61,207
Thiago Carvalho,Sports,839.95,2783.32,0.49,0.31,6/3/2022,10,28
Mateus Barbosa,Electronics,1468.7,3180.95,0.25,0.18,6/3/2022,20,176
Camila Carvalho,House,2828.16,3009.58,0.23,0.23,6/3/2022,43,317
Diego Cardoso,Wardrobe,1082.88,1922.8,0.11,0.2,6/3/2022,14,128
Jorge Santos,Toy,1305.84,2492.4,0.18,0.26,6/3/2022,19,146
Raphael Silva,Stationery,131.94,416.99,0.22,0.5,6/3/2022,1,7
Caroline Reis,Stationery,159,431.35,0.68,0.47,6/3/2022,1,3
Letícia Nascimento,Electronics,3480.23,1820.61,0.23,0.18,6/4/2022,49,336
Ana Sousa,Electronics,172.13,923.19,0.22,0.2,6/4/2022,1,4
Gustavo Martins,Electronics,2853.82,1467.8,0.14,0.23,6/4/2022,40,152
Beatriz Santos,Wardrobe,2296.79,2444.12,0.12,0.19,6/4/2022,33,110
Camila Lima,Wardrobe,410.14,2049.12,0.12,0.2,6/4/2022,5,16
Thiago Barbosa,Accessories,910.87,1225.94,0.74,0.46,6/4/2022,12,96
Letícia Ribeiro,Accessories,825.29,792.58,0.34,0.56,6/4/2022,10,56
Enzo Nascimento,House,3934.73,1028.31,0.41,0.26,6/4/2022,86,341
Guilherme Santos,House,2321.81,1993.85,0.2,0.3,6/4/2022,31,216
Vitória Ribeiro,Toy,847.94,1199.15,0.3,0.2,6/4/2022,10,75
Julia Araújo,Sports,3252.14,2896.9,0.2,0.31,6/4/2022,42,121
Lucas Rodrigues,Sports,3394.45,2821.92,0.49,0.26,6/4/2022,50,239
Thiago Carvalho,Sports,1279.85,985.65,0.16,0.36,6/4/2022,16,56
Mateus Barbosa,Electronics,1038.79,3292.22,0.14,0.22,6/4/2022,14,101
Camila Carvalho,House,1977.93,2494.63,0.31,0.29,6/4/2022,27,159
Diego Cardoso,Wardrobe,234.2,2341.98,0.28,0.19,6/4/2022,3,21
Jorge Santos,Toy,844.77,1848.76,0.34,0.29,6/4/2022,10,47
Raphael Silva,Stationery,937.81,907.81,0.38,0.4,6/4/2022,12,65
Caroline Reis,Stationery,137.92,941.01,0.63,0.4,6/4/2022,1,3
Letícia Nascimento,Electronics,374.47,2476.22,0.32,0.23,6/5/2022,4,29
Ana Sousa,Electronics,1571.64,1339.96,0.14,0.18,6/5/2022,22,79
Gustavo Martins,Electronics,787.56,2763.73,0.28,0.17,6/5/2022,10,70
Beatriz Santos,Wardrobe,708.35,734.18,0.22,0.16,6/5/2022,9,42
Camila Lima,Wardrobe,2524.46,1220.17,0.16,0.16,6/5/2022,37,238
Thiago Barbosa,Accessories,153.85,410.68,0.7,0.52,6/5/2022,1,6
Letícia Ribeiro,Accessories,300.58,348.23,0.76,0.58,6/5/2022,4,32
Enzo Nascimento,House,971.96,2921.29,0.36,0.3,6/5/2022,13,110
Guilherme Santos,House,2702.92,3778.47,0.35,0.28,6/5/2022,35,143
Vitória Ribeiro,Toy,2343.28,1262.88,0.14,0.26,6/5/2022,32,289
Julia Araújo,Sports,1213.82,3439.16,0.38,0.29,6/5/2022,17,77
Lucas Rodrigues,Sports,422.68,2845.88,0.27,0.26,6/5/2022,6,43
Thiago Carvalho,Sports,110.08,2492.46,0.21,0.34,6/5/2022,1,7
Mateus Barbosa,Electronics,855.86,2592.35,0.23,0.24,6/5/2022,10,98
Camila Carvalho,House,3277.73,2420.58,0.4,0.23,6/5/2022,47,234
Diego Cardoso,Wardrobe,2597.3,1809.81,0.26,0.17,6/5/2022,35,266
Jorge Santos,Toy,1610.36,2093.39,0.32,0.25,6/5/2022,21,68
Raphael Silva,Stationery,679.48,572.11,0.61,0.47,6/5/2022,9,39
Caroline Reis,Stationery,316.21,742.32,0.49,0.38,6/5/2022,5,18
Letícia Nascimento,Electronics,2436.15,2367.69,0.18,0.2,6/6/2022,38,232
Ana Sousa,Electronics,2894.48,1696.26,0.2,0.17,6/6/2022,38,251
Gustavo Martins,Electronics,3272.24,1639.66,0.27,0.18,6/6/2022,45,364
Beatriz Santos,Wardrobe,2616.91,1705.7,0.15,0.15,6/6/2022,36,119
Camila Lima,Wardrobe,1438.25,962.14,0.17,0.2,6/6/2022,20,125
Thiago Barbosa,Accessories,1254.18,451.29,0.3,0.5,6/6/2022,18,86
Letícia Ribeiro,Accessories,277.74,1099.35,0.24,0.52,6/6/2022,3,17
Enzo Nascimento,House,2829.54,2932.91,0.36,0.29,6/6/2022,44,350
Guilherme Santos,House,3629.31,2335.69,0.13,0.23,6/6/2022,61,585
Vitória Ribeiro,Toy,1836.01,2357.72,0.4,0.27,6/6/2022,22,64
Julia Araújo,Sports,3922.68,3522.41,0.45,0.36,6/6/2022,76,586
Lucas Rodrigues,Sports,3867,1763.57,0.47,0.29,6/6/2022,58,276
Thiago Carvalho,Sports,2939.02,2300.17,0.13,0.34,6/6/2022,38,140
Mateus Barbosa,Electronics,584.28,2906.61,0.25,0.17,6/6/2022,7,27
Camila Carvalho,House,1606.63,1703.86,0.34,0.31,6/6/2022,21,69
Diego Cardoso,Wardrobe,983.34,951.08,0.12,0.15,6/6/2022,13,44
Jorge Santos,Toy,1148.96,924.21,0.27,0.2,6/6/2022,18,70
Raphael Silva,Stationery,114.92,347.51,0.18,0.45,6/6/2022,1,4
Caroline Reis,Stationery,435.05,294.02,0.4,0.43,6/6/2022,6,48
Letícia Nascimento,Electronics,1619.95,2806.32,0.14,0.2,6/7/2022,21,85
Ana Sousa,Electronics,2317.03,2492.48,0.26,0.21,6/7/2022,33,237
Gustavo Martins,Electronics,619.09,1808.89,0.23,0.17,6/7/2022,8,45
Beatriz Santos,Wardrobe,923.02,1561.64,0.09,0.18,6/7/2022,12,100
Camila Lima,Wardrobe,570.61,1218.08,0.19,0.15,6/7/2022,7,23
Thiago Barbosa,Accessories,322.22,998.79,0.72,0.52,6/7/2022,3,16
Letícia Ribeiro,Accessories,217.66,400.82,0.76,0.58,6/7/2022,3,21
Enzo Nascimento,House,1612.69,2846.15,0.13,0.23,6/7/2022,21,124
Guilherme Santos,House,1094.22,1799.25,0.33,0.31,6/7/2022,14,99
Vitória Ribeiro,Toy,1834.24,1389.7,0.23,0.21,6/7/2022,23,222
Julia Araújo,Sports,2453.98,1850.54,0.42,0.36,6/7/2022,33,227
Lucas Rodrigues,Sports,3377.53,903.08,0.48,0.27,6/7/2022,48,446
Thiago Carvalho,Sports,1241.89,2084.17,0.47,0.26,6/7/2022,16,110
Mateus Barbosa,Electronics,2365.47,3102.29,0.14,0.23,6/7/2022,29,126
Camila Carvalho,House,480.99,3177.09,0.37,0.24,6/7/2022,7,31
Diego Cardoso,Wardrobe,2414.42,659.96,0.25,0.2,6/7/2022,33,319
Jorge Santos,Toy,1981.17,1099.24,0.17,0.22,6/7/2022,26,153
Raphael Silva,Stationery,911.6,728.19,0.25,0.52,6/7/2022,13,111
Caroline Reis,Stationery,187.42,806.43,0.23,0.5,6/7/2022,2,5
Letícia Nascimento,Electronics,187.86,1419.28,0.1,0.18,6/8/2022,1,6
Ana Sousa,Electronics,1058.25,2869.41,0.2,0.22,6/8/2022,14,123
Gustavo Martins,Electronics,3503.46,2821.95,0.25,0.17,6/8/2022,46,164
Beatriz Santos,Wardrobe,956.66,1768.97,0.1,0.18,6/8/2022,12,49
Camila Lima,Wardrobe,732.42,1771.87,0.08,0.15,6/8/2022,8,37
Thiago Barbosa,Accessories,970.12,663.72,0.48,0.52,6/8/2022,14,79
Letícia Ribeiro,Accessories,530.85,803.6,0.66,0.48,6/8/2022,7,55
Enzo Nascimento,House,3450.56,3403.53,0.34,0.26,6/8/2022,46,208
Guilherme Santos,House,3324.51,2126.57,0.17,0.31,6/8/2022,44,160
Vitória Ribeiro,Toy,1794.49,1576.16,0.12,0.21,6/8/2022,26,194
Julia Araújo,Sports,3135.08,2071.58,0.25,0.29,6/8/2022,51,443
Lucas Rodrigues,Sports,510.68,1959.22,0.4,0.35,6/8/2022,7,51
Thiago Carvalho,Sports,3440.69,2370.64,0.49,0.39,6/8/2022,49,357
Mateus Barbosa,Electronics,344.9,2929.6,0.25,0.23,6/8/2022,5,41
Camila Carvalho,House,3118.6,3422.21,0.22,0.32,6/8/2022,49,380
Diego Cardoso,Wardrobe,2227.21,1487.36,0.1,0.16,6/8/2022,31,230
Jorge Santos,Toy,2944.43,1625.68,0.37,0.29,6/8/2022,38,365
Raphael Silva,Stationery,271.9,684.56,0.56,0.43,6/8/2022,3,21
Caroline Reis,Stationery,639.07,855.59,0.22,0.4,6/8/2022,8,56
Letícia Nascimento,Electronics,361.7,2157.84,0.27,0.23,6/9/2022,3,14
Ana Sousa,Electronics,3556.98,2105.6,0.25,0.22,6/9/2022,62,233
Gustavo Martins,Electronics,2118.69,1897.7,0.28,0.16,6/9/2022,31,270
Beatriz Santos,Wardrobe,2217.69,1160.37,0.12,0.2,6/9/2022,31,196
Camila Lima,Wardrobe,1467.16,2406.23,0.25,0.18,6/9/2022,21,70
Thiago Barbosa,Accessories,412.76,365,0.4,0.44,6/9/2022,6,40
Letícia Ribeiro,Accessories,1017.47,838.19,0.72,0.46,6/9/2022,14,76
Enzo Nascimento,House,2204.55,3704.16,0.18,0.29,6/9/2022,32,128
Guilherme Santos,House,1193.77,2683.25,0.18,0.25,6/9/2022,17,121
Vitória Ribeiro,Toy,807.4,2612.31,0.1,0.23,6/9/2022,9,70
Julia Araújo,Sports,972.25,2056.37,0.35,0.36,6/9/2022,14,54
Lucas Rodrigues,Sports,1453.45,1230.55,0.22,0.26,6/9/2022,18,82
Thiago Carvalho,Sports,2611.24,1166.62,0.49,0.38,6/9/2022,34,165
Mateus Barbosa,Electronics,1829.23,2653.19,0.27,0.23,6/9/2022,25,185
Camila Carvalho,House,2713.02,2326.73,0.31,0.32,6/9/2022,39,162
Diego Cardoso,Wardrobe,1378.75,1043.25,0.13,0.18,6/9/2022,17,153
Jorge Santos,Toy,2895.3,748.9,0.27,0.26,6/9/2022,40,175
Raphael Silva,Stationery,541.87,475.33,0.63,0.49,6/9/2022,7,47
Caroline Reis,Stationery,443.9,382.99,0.31,0.54,6/9/2022,5,41
Letícia Nascimento,Electronics,1641.36,2701.95,0.17,0.18,6/10/2022,23,166
Ana Sousa,Electronics,3168.38,2171.21,0.26,0.22,6/10/2022,44,273
Gustavo Martins,Electronics,384.47,2215.11,0.13,0.17,6/10/2022,4,34
Beatriz Santos,Wardrobe,360.32,1248.19,0.25,0.19,6/10/2022,3,28
Camila Lima,Wardrobe,113.68,1180.06,0.07,0.15,6/10/2022,2,9
Thiago Barbosa,Accessories,746.51,715.32,0.78,0.44,6/10/2022,11,61
Letícia Ribeiro,Accessories,504.63,939.17,0.46,0.48,6/10/2022,5,20
Enzo Nascimento,House,3630.97,3798.68,0.13,0.28,6/10/2022,53,246
Guilherme Santos,House,3869.85,1463.79,0.28,0.31,6/10/2022,87,859
Vitória Ribeiro,Toy,67.41,2495.82,0.18,0.27,6/10/2022,1,6
Julia Araújo,Sports,3633.35,1388.51,0.43,0.34,6/10/2022,56,389
Lucas Rodrigues,Sports,2388.77,1935.64,0.51,0.36,6/10/2022,34,157
Thiago Carvalho,Sports,267.45,1433.74,0.3,0.35,6/10/2022,4,29
Mateus Barbosa,Electronics,1259.36,835.21,0.11,0.22,6/10/2022,17,78
Camila Carvalho,House,2311.43,2151.23,0.22,0.22,6/10/2022,29,166
Diego Cardoso,Wardrobe,616.44,1986.56,0.15,0.15,6/10/2022,8,32
Jorge Santos,Toy,83.42,1727.83,0.22,0.24,6/10/2022,1,5
Raphael Silva,Stationery,1037.46,275.49,0.41,0.38,6/10/2022,14,139
Caroline Reis,Stationery,568.12,583.1,0.61,0.43,6/10/2022,7,44
Letícia Nascimento,Electronics,2945.18,1442.03,0.18,0.2,6/11/2022,40,257
Ana Sousa,Electronics,2269.63,2456.21,0.21,0.19,6/11/2022,34,314
Gustavo Martins,Electronics,2573.97,1353.63,0.18,0.24,6/11/2022,39,185
Beatriz Santos,Wardrobe,1502.85,2448.53,0.24,0.17,6/11/2022,21,81
Camila Lima,Wardrobe,1113.16,2433.48,0.17,0.15,6/11/2022,14,91
Thiago Barbosa,Accessories,62.9,780.88,0.76,0.44,6/11/2022,1,6
Letícia Ribeiro,Accessories,536.65,1044.19,0.64,0.5,6/11/2022,7,54
Enzo Nascimento,House,3481.46,1523.71,0.15,0.23,6/11/2022,50,353
Guilherme Santos,House,691.46,3578.92,0.36,0.25,6/11/2022,9,31
Vitória Ribeiro,Toy,2505.36,1177.52,0.34,0.25,6/11/2022,35,279
Julia Araújo,Sports,1543.15,1308.31,0.39,0.36,6/11/2022,20,172
Lucas Rodrigues,Sports,3602.91,1151.35,0.34,0.3,6/11/2022,84,831
Thiago Carvalho,Sports,2610.82,1610.81,0.49,0.34,6/11/2022,38,285
Mateus Barbosa,Electronics,1553.2,1988.64,0.29,0.18,6/11/2022,21,74
Camila Carvalho,House,190.74,2582.99,0.21,0.29,6/11/2022,3,16
Diego Cardoso,Wardrobe,1641.96,1333.61,0.09,0.19,6/11/2022,21,156
Jorge Santos,Toy,2609.47,973.97,0.35,0.3,6/11/2022,35,248
Raphael Silva,Stationery,395.6,581.46,0.22,0.52,6/11/2022,3,24
Caroline Reis,Stationery,985.45,538.43,0.25,0.52,6/11/2022,13,46
Letícia Nascimento,Electronics,776.03,841.65,0.12,0.2,6/12/2022,12,62
Ana Sousa,Electronics,2815.54,3127.88,0.16,0.18,6/12/2022,39,349
Gustavo Martins,Electronics,3268.4,1318.68,0.26,0.19,6/12/2022,49,469
Beatriz Santos,Wardrobe,161.64,2203.03,0.22,0.2,6/12/2022,1,7
Camila Lima,Wardrobe,1323.91,1344.95,0.27,0.17,6/12/2022,19,77
Thiago Barbosa,Accessories,1258.02,1216.76,0.68,0.5,6/12/2022,17,131
Letícia Ribeiro,Accessories,849.74,616.87,0.48,0.46,6/12/2022,11,68
Enzo Nascimento,House,4016.62,2786.8,0.17,0.25,6/12/2022,57,389
Guilherme Santos,House,3390.49,1261.99,0.26,0.24,6/12/2022,50,376
Vitória Ribeiro,Toy,1211.81,1938.98,0.38,0.2,6/12/2022,18,88
Julia Araújo,Sports,783.01,2866.74,0.26,0.27,6/12/2022,10,71
Lucas Rodrigues,Sports,699.06,1457.11,0.17,0.31,6/12/2022,10,65
Thiago Carvalho,Sports,3591.24,3137.17,0.29,0.3,6/12/2022,68,273
Mateus Barbosa,Electronics,757.86,2000.77,0.3,0.21,6/12/2022,10,60
Camila Carvalho,House,1971.9,1348.71,0.37,0.25,6/12/2022,31,120
Diego Cardoso,Wardrobe,2117.13,1543.43,0.2,0.16,6/12/2022,25,215
Jorge Santos,Toy,1279.45,1774.37,0.36,0.24,6/12/2022,16,133
Raphael Silva,Stationery,616.88,395.18,0.25,0.52,6/12/2022,7,21
Caroline Reis,Stationery,329.47,734.54,0.68,0.5,6/12/2022,5,17
Letícia Nascimento,Electronics,2578.05,2192.58,0.29,0.22,6/13/2022,36,125
Ana Sousa,Electronics,2854.03,1935.33,0.17,0.21,6/13/2022,38,307
Gustavo Martins,Electronics,906.38,2646.67,0.16,0.22,6/13/2022,12,42
Beatriz Santos,Wardrobe,766.57,1288.78,0.27,0.19,6/13/2022,10,76
Camila Lima,Wardrobe,305.63,2320.19,0.26,0.16,6/13/2022,5,26
Thiago Barbosa,Accessories,749.09,406.79,0.36,0.4,6/13/2022,10,60
Letícia Ribeiro,Accessories,430.01,1051.01,0.54,0.56,6/13/2022,6,37
Enzo Nascimento,House,2899.23,1273.16,0.35,0.31,6/13/2022,42,376
Guilherme Santos,House,1917.16,3717.67,0.19,0.26,6/13/2022,22,83
Vitória Ribeiro,Toy,2350.29,2722.12,0.29,0.26,6/13/2022,33,155
Julia Araújo,Sports,1152.37,1224.37,0.31,0.33,6/13/2022,18,69
Lucas Rodrigues,Sports,3506.31,2216.09,0.38,0.27,6/13/2022,47,295
Thiago Carvalho,Sports,638.25,1514.91,0.34,0.36,6/13/2022,10,90
Mateus Barbosa,Electronics,263.82,2501.57,0.15,0.18,6/13/2022,3,20
Camila Carvalho,House,4217.61,1090.42,0.26,0.33,6/13/2022,55,424
Diego Cardoso,Wardrobe,1826.31,959.35,0.16,0.17,6/13/2022,24,206
Jorge Santos,Toy,2049.37,796.71,0.15,0.29,6/13/2022,27,184
Raphael Silva,Stationery,260.53,611.6,0.52,0.49,6/13/2022,4,12
Caroline Reis,Stationery,652.31,700.85,0.5,0.5,6/13/2022,10,29
Letícia Nascimento,Electronics,498.36,1054.94,0.29,0.16,6/14/2022,5,18
Ana Sousa,Electronics,1121.52,2728.36,0.29,0.22,6/14/2022,14,60
Gustavo Martins,Electronics,144.62,2668.51,0.32,0.23,6/14/2022,2,12
Beatriz Santos,Wardrobe,342.96,2206.78,0.17,0.19,6/14/2022,4,16
Camila Lima,Wardrobe,883.13,1370.01,0.22,0.16,6/14/2022,14,101
Thiago Barbosa,Accessories,204.7,536.75,0.68,0.54,6/14/2022,3,19
Letícia Ribeiro,Accessories,286.26,1086.9,0.32,0.58,6/14/2022,3,12
Enzo Nascimento,House,2104.1,1255.95,0.42,0.32,6/14/2022,26,192
Guilherme Santos,House,3014.79,1311.19,0.23,0.3,6/14/2022,40,368
Vitória Ribeiro,Toy,390.38,1169.05,0.39,0.21,6/14/2022,3,22
Julia Araújo,Sports,1971.79,1881.95,0.38,0.34,6/14/2022,26,241
Lucas Rodrigues,Sports,194.47,2026.19,0.26,0.39,6/14/2022,4,29
Thiago Carvalho,Sports,1152.96,3063.91,0.45,0.38,6/14/2022,17,83
Mateus Barbosa,Electronics,408.59,2982.3,0.26,0.22,6/14/2022,7,48
Camila Carvalho,House,1035.39,1630.29,0.43,0.24,6/14/2022,14,107
Diego Cardoso,Wardrobe,1131.49,1239.81,0.24,0.18,6/14/2022,14,52
Jorge Santos,Toy,928.14,1892.47,0.17,0.23,6/14/2022,12,47
Raphael Silva,Stationery,875.19,779.37,0.56,0.52,6/14/2022,14,62
Caroline Reis,Stationery,236.76,293,0.38,0.52,6/14/2022,3,10
Letícia Nascimento,Electronics,3315.07,2123.67,0.26,0.22,6/15/2022,43,356
Ana Sousa,Electronics,1109.65,1670.68,0.1,0.22,6/15/2022,15,139
Gustavo Martins,Electronics,3071.1,2783.92,0.14,0.22,6/15/2022,51,275
Beatriz Santos,Wardrobe,345.25,1353.12,0.23,0.17,6/15/2022,5,13
Camila Lima,Wardrobe,1236.17,1049.73,0.24,0.17,6/15/2022,18,165
Thiago Barbosa,Accessories,247.87,414.69,0.32,0.58,6/15/2022,2,10
